;name;satisfaction_level;last_evaluation;number_projects;average_monthly_hours;time_spent_company;work_accident;left;promotion_last_5_years;department;salary;salary_level
2728;TAMAYO;0.55;0.49;3;152;2;0;1;0;technical;medium;2
3667;CLAUSEN;0.57;0.82;3;267;3;0;0;0;management;high;3
9719;GINSBURG;0.66;0.96;3;175;2;0;3;0;sales;low;1
4147;PENDERGRASS;0.82;0.88;4;149;2;0;0;0;sales;low;1
3565;LUMPKIN;0.63;0.86;3;269;4;0;1;0;support;low;1
13842;CAMPISI;0.49;0.78;4;254;10;0;4;0;management;high;3
11947;SERPA;0.85;0.9;3;245;3;0;0;0;marketing;medium;2
8332;GAYLOR;0.6;0.57;3;203;2;0;3;0;sales;low;1
7897;FREEZE;0.78;0.87;4;178;3;0;1;0;technical;medium;2
3771;VOLK;0.8;0.91;3;246;3;0;0;0;hr;medium;2
14808;SODEN;0.11;0.9;6;263;4;0;4;0;IT;low;1
13145;PUSATERI;0.75;0.63;4;209;3;0;0;1;sales;medium;2
11089;LOZIER;0.72;0.98;4;156;3;0;0;0;product_mng;medium;2
3917;KEATON;0.68;1.0;4;167;2;0;1;0;sales;low;1
13350;BILLIE;0.74;1.0;4;192;4;0;0;0;technical;high;3
1315;BACA;0.11;0.81;6;260;4;0;3;0;sales;medium;2
8055;DUNGAN;0.5;0.54;4;175;2;0;3;0;technical;low;1
6225;BRAZIL;0.86;0.72;4;173;3;0;1;0;technical;low;1
10950;TOMAN;0.93;0.9;4;256;4;0;1;0;technical;low;1
704;NOLAN;0.74;0.54;5;216;3;0;0;0;sales;low;1
14957;ZEBROWSKI;0.82;0.94;5;236;5;0;1;0;sales;low;1
6679;GLIDDEN;0.72;0.61;5;170;3;0;0;0;technical;medium;2
353;PAGE;0.43;0.57;2;135;3;0;2;0;support;low;1
2355;MCMAHAN;0.46;0.58;4;171;3;0;1;0;product_mng;low;1
959;TRAVIS;0.1;0.94;7;281;4;0;3;0;technical;medium;2
11641;RAGUSA;0.22;0.7;4;159;5;0;4;0;management;low;1
4388;MAURO;0.81;0.96;4;143;3;1;0;0;technical;medium;2
10053;CROSSON;0.62;0.54;4;212;4;0;1;0;support;medium;2
8785;SCHLEICHER;0.55;0.8;3;192;3;1;1;0;marketing;low;1
4155;EGGERS;0.75;0.5;4;98;4;0;0;0;hr;medium;2
6207;WHITMER;0.63;0.98;4;210;3;0;2;0;sales;medium;2
8060;ROSEMAN;0.75;0.99;5;189;3;0;1;0;support;low;1
5229;LEMMON;0.99;0.99;3;158;2;0;1;0;technical;low;1
14758;PEW;0.37;0.5;2;141;3;0;3;0;sales;low;1
13438;ARDEN;0.48;0.93;3;150;10;0;4;0;technical;low;1
12137;HANDLER;0.42;0.48;2;129;3;0;2;0;management;low;1
14970;GIBBENS;0.78;0.93;4;225;5;0;1;0;sales;medium;2
14404;REIGLE;0.09;0.82;6;249;4;0;4;0;technical;medium;2
12935;PANDYA;0.82;0.62;3;152;6;0;3;0;technical;low;1
1211;NAVA;0.09;0.77;6;244;4;0;3;0;product_mng;low;1
5615;LIPPERT;0.9;0.7;3;147;4;0;1;0;technical;low;1
9778;UTTERBACK;0.34;0.46;5;131;3;0;2;0;marketing;medium;2
9607;SECOR;0.97;0.6;3;169;2;1;0;0;product_mng;low;1
637;HARRELL;0.43;0.52;2;147;3;0;2;0;sales;low;1
13817;DEPAUL;0.56;0.39;3;106;8;0;4;0;management;high;3
10902;CREMEANS;0.76;0.92;3;176;2;0;0;0;IT;medium;2
13691;MATZKE;0.61;0.6;3;255;2;0;0;0;RandD;medium;2
7860;MASH;0.98;0.73;4;140;4;0;0;0;marketing;low;1
235;FRANKLIN;0.83;0.85;4;255;5;0;1;0;management;low;1
11039;RALLS;0.31;0.87;6;240;3;1;1;0;hr;low;1
6078;OQUINN;0.57;0.65;3;163;2;0;3;0;support;low;1
12623;TIMMINS;0.36;0.52;2;146;3;0;2;0;sales;medium;2
3547;DOVER;0.43;0.85;6;168;2;0;1;0;technical;low;1
12716;PONTON;0.43;0.47;2;131;3;0;2;0;accounting;low;1
9217;MATUS;0.76;0.54;5;278;2;1;0;0;technical;medium;2
12946;EASTRIDGE;0.86;0.64;3;245;4;0;0;0;support;high;3
1199;GRACE;0.75;0.74;6;134;3;0;0;0;support;medium;2
5326;STOWELL;1.0;0.87;4;256;3;0;0;0;IT;low;1
3453;LINDSTROM;0.8;0.94;4;200;4;0;0;0;sales;medium;2
10932;WOOLERY;0.13;0.61;5;198;5;0;4;0;sales;medium;2
2550;GARVIN;0.46;0.62;2;187;3;0;2;0;hr;low;1
11899;LISKA;0.74;0.94;4;157;2;0;0;0;sales;medium;2
7171;LEVASSEUR;0.76;0.6;3;140;2;0;1;0;RandD;low;1
14513;WAXMAN;0.1;0.77;7;250;5;0;4;0;RandD;medium;2
10104;FUREY;0.73;0.55;3;206;4;0;1;0;accounting;low;1
14200;SHAO;0.9;0.76;3;255;7;0;3;0;product_mng;low;1
6972;PFEFFER;0.49;0.66;3;163;3;0;3;0;sales;medium;2
10618;GRAVITT;0.92;0.64;4;259;2;0;0;0;sales;medium;2
13847;STONECIPHER;0.41;0.67;6;221;10;0;4;0;marketing;medium;2
12084;STHILAIRE;0.11;0.77;6;291;4;0;4;0;marketing;low;1
10012;ZUMWALT;0.86;0.93;3;199;3;1;0;0;sales;medium;2
10401;KARPINSKI;0.99;0.9;4;175;3;1;0;0;sales;high;3
2423;HEATON;0.86;0.58;3;151;2;0;0;0;technical;low;1
13232;TURBEVILLE;0.56;0.92;4;224;3;0;1;0;sales;medium;2
3384;TUCK;0.89;0.91;5;156;4;0;0;0;sales;medium;2
9487;SASAKI;0.62;0.78;5;250;6;0;3;0;sales;low;1
12093;ROSATO;0.46;0.55;2;129;3;0;2;0;sales;low;1
13657;SIPPEL;0.31;0.7;3;132;3;0;3;0;product_mng;low;1
6944;MONCRIEF;0.87;0.48;4;133;2;0;0;0;RandD;medium;2
3375;CASWELL;0.91;0.85;3;244;3;1;0;0;sales;medium;2
10715;INNES;0.64;0.49;3;241;3;0;1;0;hr;medium;2
4357;TIJERINA;0.58;0.93;5;235;2;0;1;0;management;low;1
583;SINGLETON;0.44;0.56;2;145;3;0;1;0;support;medium;2
12385;CLEGHORN;0.75;0.9;5;256;5;0;2;0;support;low;1
10385;NAVARRE;0.99;0.5;4;173;3;0;0;0;management;low;1
5180;BIRMINGHAM;0.34;0.65;2;165;4;0;4;0;product_mng;low;1
3508;MATHEW;0.66;0.57;3;161;2;1;0;0;RandD;medium;2
5606;HAGUE;0.66;0.92;4;239;3;0;1;0;hr;medium;2
7920;RANA;0.5;0.65;5;285;6;0;2;0;management;high;3
9475;PERCIVAL;0.98;0.84;3;139;2;0;0;0;sales;medium;2
758;MORA;0.39;0.54;2;127;3;0;2;0;sales;low;1
11871;GADSDEN;0.77;0.68;3;98;3;0;0;0;support;medium;2
6321;SASS;0.67;0.75;4;133;2;0;0;0;IT;medium;2
14911;WESTRA;0.72;0.84;4;256;5;0;3;0;technical;low;1
11970;TOOHEY;0.14;0.38;5;115;6;1;3;0;marketing;high;3
5635;TEETER;0.24;0.79;2;175;5;0;4;0;IT;low;1
13241;SONTAG;0.73;0.61;4;260;2;1;0;0;sales;low;1
11759;LICEA;0.74;0.98;3;166;3;1;0;1;management;high;3
5571;VILLATORO;0.98;0.86;4;254;2;1;0;0;RandD;low;1
14369;WHITTENBURG;0.39;0.5;2;136;3;0;2;0;management;low;1
5714;BENZ;0.54;0.82;4;266;2;0;2;0;IT;medium;2
9920;GARZON;0.54;0.83;3;201;3;0;1;0;accounting;high;3
494;MCBRIDE;0.84;1.0;5;218;5;0;0;0;technical;medium;2
13636;EHRET;0.8;0.53;3;217;3;0;0;0;management;high;3
10197;EHRHARDT;0.5;0.4;2;108;2;0;1;0;technical;medium;2
10712;EASTERDAY;0.96;0.64;3;166;2;0;0;0;accounting;medium;2
10011;BOUTTE;0.87;0.91;3;229;3;1;0;0;sales;medium;2
3892;SHUMAKER;0.85;0.82;3;153;3;1;0;0;sales;low;1
6020;RYALS;0.54;0.49;3;203;3;1;1;0;product_mng;medium;2
12836;DINGUS;0.54;0.74;2;166;3;0;1;0;sales;medium;2
6872;WEINBERGER;0.66;0.86;4;112;6;0;1;0;accounting;medium;2
1575;WADDELL;0.8;0.83;5;275;5;0;1;0;support;low;1
9034;JIM;0.59;0.8;5;247;3;0;1;0;accounting;medium;2
11022;ZAZUETA;0.96;0.89;3;142;4;0;0;0;sales;medium;2
8091;MICHALAK;0.6;0.9;5;139;3;0;2;0;sales;low;1
11827;SZETO;0.53;0.68;4;173;3;0;1;0;sales;medium;2
7917;CADDELL;0.7;0.75;4;204;3;0;1;0;technical;medium;2
14028;HEINTZELMAN;0.68;0.79;4;184;3;0;1;0;marketing;low;1
6958;HUCKABY;0.54;0.67;3;154;2;0;1;0;sales;high;3
3849;LUCIANO;0.65;0.55;5;261;3;1;0;0;technical;medium;2
2530;BATISTA;0.49;0.8;2;275;2;0;2;0;sales;low;1
10953;LEBER;0.66;0.76;3;170;3;0;1;0;technical;low;1
6216;WESTER;0.56;0.59;5;209;2;1;0;0;hr;high;3
2152;THAO;0.74;0.92;5;193;3;0;0;0;sales;low;1
13634;TEDROW;0.53;0.53;4;257;2;0;0;0;management;high;3
4237;HALES;0.62;0.7;5;270;3;0;0;0;technical;high;3
13094;PALMERI;0.48;0.86;5;198;4;0;2;0;technical;low;1
2996;WYMAN;0.88;0.68;4;274;4;0;0;0;sales;medium;2
50;PARKER;0.13;0.78;6;152;2;0;3;0;support;low;1
13254;HYMES;0.61;0.83;4;153;2;0;0;0;technical;low;1
5270;MARLEY;0.46;0.45;2;172;2;1;1;0;management;low;1
4382;LANDEROS;0.57;0.64;2;206;3;0;1;0;accounting;low;1
4433;MCINNIS;0.54;0.81;5;195;4;0;1;0;management;medium;2
9860;MEECE;0.97;0.49;4;213;2;0;0;0;sales;medium;2
7061;DORTCH;0.59;0.49;5;122;5;0;1;0;technical;medium;2
14655;CONLAN;0.39;0.54;2;127;3;0;2;0;IT;low;1
9734;BLAKEMORE;0.51;0.88;5;230;4;0;3;0;technical;medium;2
2213;MONAHAN;0.65;0.93;4;270;2;0;1;0;sales;medium;2
14742;BOURN;0.37;0.54;2;131;3;1;1;0;hr;medium;2
888;SHEPPARD;0.11;0.83;6;295;4;0;3;0;support;medium;2
3602;JANKOWSKI;0.87;0.91;5;190;2;0;0;0;sales;low;1
13284;RYLAND;0.49;0.63;3;181;3;1;0;0;product_mng;medium;2
10965;REYNAGA;0.66;0.89;4;169;4;0;1;0;support;low;1
3493;COTA;0.63;0.8;3;243;3;0;1;0;technical;medium;2
797;MICHAEL;0.11;0.91;5;291;4;0;4;0;technical;low;1
10773;MASS;0.95;0.53;3;264;3;0;0;0;sales;low;1
7215;TIMBERLAKE;0.5;0.49;4;236;3;0;3;0;technical;medium;2
10842;WEIKEL;0.71;0.68;5;226;3;0;1;0;technical;low;1
5795;MACPHERSON;0.15;0.52;4;207;4;0;4;0;product_mng;medium;2
5601;ALFRED;0.63;0.79;5;215;2;1;0;0;accounting;medium;2
11972;MARKLAND;0.55;0.81;3;239;8;0;4;0;accounting;high;3
4480;POGUE;0.51;0.86;5;212;2;0;1;0;support;low;1
5498;COAKLEY;0.97;1.0;5;251;2;0;0;0;accounting;medium;2
1906;ZIMMER;0.2;0.5;5;135;6;0;3;0;RandD;low;1
3418;MOHAMMED;0.36;0.55;6;226;6;0;1;0;management;medium;2
12044;KNOBLOCH;0.09;0.89;6;276;4;0;4;0;technical;low;1
2582;ELY;0.58;0.86;5;271;3;0;1;0;IT;low;1
4639;MARTINI;0.69;0.64;3;275;3;0;1;0;technical;low;1
5288;BUNNELL;0.94;0.7;3;271;4;0;1;0;sales;medium;2
2011;CORMIER;0.34;0.39;2;136;3;0;1;0;sales;medium;2
7006;OUSLEY;0.44;0.39;2;188;3;0;4;0;technical;low;1
9048;DELAY;0.48;0.54;3;190;3;0;3;0;technical;medium;2
519;CERVANTES;0.39;0.51;2;129;3;0;1;0;IT;low;1
10185;ZELLERS;0.96;0.8;5;195;4;1;0;0;hr;low;1
7994;DENSMORE;0.57;0.58;3;251;3;0;3;0;technical;medium;2
5772;BRAMLETT;0.77;0.83;6;271;3;0;1;0;support;low;1
2663;SCHUBERT;0.54;0.94;5;229;3;1;0;0;product_mng;low;1
675;EATON;0.43;0.57;2;127;3;0;1;0;IT;low;1
13559;ZELLMER;0.14;0.76;4;142;10;0;4;0;management;high;3
3544;NEIL;0.29;0.42;6;253;3;0;1;0;hr;medium;2
6703;RUDE;0.87;0.74;5;248;2;0;0;0;IT;low;1
1907;FRIEND;0.81;0.92;5;239;5;0;0;0;RandD;medium;2
5155;MUMFORD;0.64;0.95;3;154;4;0;1;0;technical;high;3
6125;NEESE;0.79;0.48;5;200;3;0;1;0;sales;low;1
6699;WALDO;0.79;0.86;5;270;2;0;1;0;management;low;1
3750;HAASE;0.93;0.63;4;233;2;0;0;0;sales;low;1
9153;WARR;0.41;0.45;3;236;2;0;3;0;RandD;medium;2
9377;BECKMANN;0.79;0.7;3;195;2;0;1;0;product_mng;low;1
9301;TINCHER;0.59;0.51;3;156;3;0;1;0;product_mng;medium;2
768;BRADSHAW;0.1;0.84;6;293;5;0;3;0;marketing;medium;2
9136;MARROW;0.98;0.62;2;240;3;1;0;0;support;low;1
6883;ECKHARDT;0.8;0.8;3;271;4;0;3;0;sales;low;1
3451;FREED;0.72;0.95;4;216;3;0;1;0;sales;low;1
4283;HERRIN;0.66;0.94;4;190;3;0;0;0;marketing;medium;2
1666;BERGERON;0.41;0.51;2;159;3;0;1;0;IT;medium;2
3026;MENARD;0.74;0.86;3;221;2;0;0;0;support;medium;2
9827;VADEN;0.54;0.53;3;203;2;0;3;0;support;low;1
1178;DOLAN;0.85;0.89;4;221;5;0;1;0;technical;low;1
9032;STRAHAN;0.43;0.38;2;278;3;1;3;0;sales;low;1
8948;TREXLER;0.75;0.68;3;237;5;0;3;0;sales;low;1
14863;STANHOPE;0.09;0.77;6;290;4;0;4;0;technical;medium;2
2315;LIND;0.78;0.76;5;168;4;1;0;0;sales;low;1
3392;PINO;0.81;0.7;4;219;2;1;0;0;hr;medium;2
2309;MEEHAN;0.62;0.6;3;171;2;0;1;0;sales;low;1
5405;HESSE;0.54;0.64;3;203;4;0;2;0;IT;medium;2
8902;SEVERANCE;0.48;0.51;4;201;4;0;4;0;support;low;1
7842;BARTO;0.49;0.52;3;225;2;0;1;0;technical;high;3
11239;RITCH;0.82;0.85;3;214;2;0;0;0;support;high;3
10714;LOEHR;0.14;0.66;5;281;4;1;2;0;accounting;medium;2
1619;CABALLERO;0.39;0.48;2;151;3;0;2;0;sales;low;1
4087;KERSEY;0.62;0.75;3;149;2;1;0;0;technical;medium;2
3465;GABLE;0.59;0.83;4;239;4;0;0;0;hr;high;3
13082;IMMEL;0.58;0.48;3;135;3;1;0;0;hr;medium;2
11337;MORT;0.65;0.37;3;170;6;0;3;0;IT;low;1
11205;AMMON;0.77;0.89;4;153;7;0;3;0;sales;medium;2
7921;LOVELADY;0.84;0.72;4;222;2;0;1;0;IT;low;1
4864;PANG;0.91;0.99;3;188;3;1;0;0;support;medium;2
12196;VANSANT;0.27;0.54;7;278;3;0;2;0;technical;low;1
4671;RIDGE;0.55;0.64;3;101;2;1;0;0;sales;medium;2
11607;CLOWERS;0.77;0.68;3;214;8;1;2;0;management;high;3
288;HOPKINS;0.82;0.91;5;232;5;0;1;0;technical;low;1
6;DAVIS;0.1;0.77;6;247;4;0;3;0;sales;low;1
5034;VANDENBERG;0.47;0.51;6;190;5;0;0;1;RandD;medium;2
9304;LUNDIN;0.51;0.69;3;135;3;0;2;0;IT;medium;2
8644;STUTTS;0.72;0.69;4;147;3;0;1;0;sales;medium;2
14378;GRATZ;0.31;0.54;5;132;5;0;4;0;sales;low;1
160;HOLMES;0.1;0.95;7;301;4;0;3;0;marketing;low;1
13120;DICKIE;0.92;0.64;4;217;4;0;0;0;RandD;medium;2
2788;MCAFEE;0.16;0.97;6;235;3;0;3;0;technical;low;1
14344;BORDNER;0.44;0.51;2;138;3;0;2;0;support;low;1
4052;LOR;0.45;0.92;6;164;4;1;0;0;marketing;low;1
5242;MEACHAM;0.76;0.47;3;223;2;0;1;0;support;medium;2
2239;WILBURN;0.72;0.93;4;148;2;0;0;0;sales;low;1
8122;SORTO;0.82;0.94;3;253;2;0;2;0;hr;low;1
13612;MAHARAJ;0.97;0.79;5;259;3;0;0;1;support;medium;2
13902;KREPS;0.22;0.62;3;180;3;0;3;0;support;low;1
13818;BANACH;0.77;0.68;3;214;8;1;2;0;management;high;3
12720;PESINA;0.42;0.49;2;139;3;0;2;0;hr;low;1
1284;HERBERT;0.83;0.83;5;260;5;0;0;0;IT;medium;2
4027;ROLLER;0.65;0.67;4;144;3;0;1;0;technical;low;1
2523;RANDLE;0.9;0.87;5;219;2;0;0;0;marketing;medium;2
4593;BERNHARDT;0.8;0.58;4;238;2;0;0;0;sales;high;3
13904;CURD;0.14;0.58;3;179;5;0;4;0;support;low;1
11366;MURR;0.76;0.8;5;217;2;0;0;0;sales;medium;2
10711;MALLETTE;0.57;0.91;3;193;2;0;1;0;sales;low;1
984;COWAN;0.75;0.86;5;260;5;0;1;0;IT;low;1
9862;PRIMM;0.75;0.93;4;195;3;0;1;0;sales;medium;2
7623;COLSTON;0.52;0.9;3;133;3;0;3;0;product_mng;low;1
7188;BOGER;0.92;0.78;4;212;2;0;0;0;sales;medium;2
11036;MATAMOROS;0.3;0.58;2;189;4;1;3;0;accounting;low;1
243;JENSEN;0.4;0.5;2;128;3;0;2;0;sales;low;1
2715;DEWEY;0.93;0.97;4;158;3;1;0;0;technical;medium;2
2661;GAFFNEY;0.96;0.72;3;272;3;0;0;0;product_mng;low;1
13682;BECHARD;0.84;0.66;3;209;2;0;0;0;sales;low;1
14652;TANSEY;0.36;0.78;2;151;4;0;4;0;technical;low;1
3775;RAUCH;0.7;0.71;5;269;3;0;1;0;technical;low;1
1979;BAGLEY;0.92;0.82;5;265;5;0;0;0;RandD;medium;2
6145;KAYLOR;0.86;0.85;3;254;3;0;1;0;technical;medium;2
11085;BEIER;0.57;0.67;3;138;6;1;1;0;IT;medium;2
4157;LISTER;0.9;0.99;3;259;3;1;0;0;technical;medium;2
4834;BISCHOFF;0.76;0.68;4;204;3;1;0;0;sales;low;1
9421;SPITLER;0.69;0.75;4;249;4;0;1;0;hr;medium;2
12618;DETERS;0.45;0.57;2;148;3;0;1;0;marketing;high;3
5354;BATISTE;0.65;0.7;3;231;3;0;2;0;sales;medium;2
3283;CARBONE;0.54;0.61;3;182;2;0;1;0;sales;low;1
9945;KILLEEN;0.63;0.49;5;192;2;0;1;0;sales;low;1
14098;FISHBURN;0.96;0.59;3;241;3;0;0;0;product_mng;low;1
11884;SCALZO;0.61;0.49;3;275;2;0;1;0;product_mng;low;1
12356;KEMMERER;0.41;0.55;2;154;3;0;3;0;support;low;1
1578;BUI;0.1;0.96;6;310;5;0;4;0;support;low;1
3320;AGUAYO;0.21;0.7;3;104;2;0;3;0;technical;low;1
3322;TICE;1.0;0.88;4;191;4;0;0;0;technical;low;1
13905;BRUCH;0.16;0.96;5;137;5;1;3;0;technical;low;1
10736;YOHO;0.87;0.93;3;173;2;0;0;0;support;low;1
3967;WINGATE;0.18;0.79;4;217;4;0;2;0;RandD;medium;2
11804;QUAM;0.64;0.88;3;252;2;0;1;0;sales;low;1
7143;ALEX;0.84;0.78;3;221;3;1;0;0;technical;medium;2
2159;HUTSON;0.87;0.71;3;132;2;0;0;0;sales;low;1
7551;JANKE;0.95;0.49;3;158;2;0;0;0;RandD;low;1
14516;RADLEY;0.45;0.47;2;135;3;0;1;0;RandD;medium;2
13427;GEAR;0.5;0.71;4;163;8;0;4;1;hr;medium;2
4981;GOWER;0.8;0.96;5;124;3;0;0;0;sales;low;1
8344;FITZ;0.55;0.57;4;220;3;0;2;0;sales;medium;2
10633;PORTO;0.19;0.63;6;241;6;0;4;0;sales;high;3
1928;KIMBLE;0.1;0.97;6;280;4;0;4;0;sales;low;1
10381;RIZZI;0.34;0.82;6;202;3;0;2;0;sales;low;1
10550;POLO;0.21;0.81;5;142;4;0;3;0;sales;medium;2
8370;ENCINAS;0.23;0.75;6;220;3;0;4;0;support;medium;2
9219;DEPASQUALE;0.24;0.6;2;194;6;0;4;0;IT;medium;2
4478;CHIANG;0.79;0.86;3;139;3;0;0;0;support;low;1
8310;CODDINGTON;0.28;0.52;3;127;4;0;3;0;product_mng;high;3
13168;LOOP;0.82;0.53;3;147;3;1;0;0;technical;low;1
5133;ROHR;0.71;0.76;3;175;2;0;1;0;sales;medium;2
8979;CAVALLARO;0.4;0.45;4;113;3;0;3;0;support;low;1
6314;BEANE;0.98;1.0;4;202;3;0;1;0;support;low;1
6232;FUHRMAN;0.84;0.79;4;258;4;0;2;0;support;low;1
8393;CLAUS;0.72;0.57;4;224;4;0;1;0;RandD;medium;2
3755;MUNN;0.95;0.71;3;223;2;0;0;0;sales;low;1
1509;GRIMM;0.44;0.52;2;128;3;0;1;0;technical;medium;2
11281;INGLIS;0.87;0.88;4;140;8;0;3;0;marketing;medium;2
603;WYATT;0.83;0.9;5;245;5;0;1;0;product_mng;low;1
13671;CRONAN;0.59;0.84;4;251;4;1;1;1;management;low;1
631;PARRISH;0.34;0.67;4;141;2;0;1;0;sales;low;1
2546;CULP;0.18;0.67;5;285;5;0;3;0;accounting;low;1
3396;HAAG;0.58;0.91;3;223;2;0;1;0;technical;low;1
2477;LOVELACE;0.81;0.83;3;196;2;0;0;0;technical;low;1
6604;REINERT;0.19;0.85;6;116;3;0;4;0;technical;low;1
682;WU;0.11;0.87;7;278;4;0;3;0;sales;low;1
2601;WISNIEWSKI;0.76;0.8;5;229;2;0;0;0;marketing;medium;2
13790;WANN;0.53;0.99;3;223;10;0;4;0;marketing;low;1
4705;BETTENCOURT;0.81;1.0;5;143;2;0;0;0;support;low;1
6000;ELWELL;0.72;0.96;5;223;3;1;0;0;support;low;1
8203;ZABEL;0.8;0.75;4;217;2;0;1;0;technical;low;1
14418;BARKS;0.78;0.87;4;228;5;0;2;0;support;low;1
14204;DUNNAM;0.64;0.5;4;253;10;0;4;1;management;high;3
8157;BELLE;0.42;0.6;2;188;3;0;4;0;product_mng;medium;2
2246;SHARMA;0.67;0.85;3;160;4;0;0;0;hr;medium;2
2812;DORMAN;0.37;0.43;2;155;2;0;1;0;IT;low;1
9182;CRIPE;0.76;0.99;5;252;3;1;0;0;sales;low;1
2082;SCHILLING;0.33;0.45;6;239;3;0;2;0;sales;low;1
14969;KITTERMAN;0.43;0.46;2;157;3;0;1;0;sales;medium;2
808;MAYS;0.71;1.0;4;300;5;0;1;0;support;medium;2
9997;POOLER;0.64;0.53;3;216;3;0;1;0;accounting;high;3
10887;WESTERN;0.84;0.84;4;266;3;0;1;0;support;low;1
9686;LATHAN;0.55;0.9;4;206;3;0;2;0;product_mng;medium;2
7999;STEIGER;0.85;0.55;3;226;4;0;1;0;IT;low;1
14683;FINKLE;0.89;0.85;5;266;5;0;1;0;sales;low;1
8364;BRUNK;0.84;0.65;3;134;3;0;0;0;technical;medium;2
7017;MELLON;0.52;0.84;4;212;3;0;2;0;IT;medium;2
1343;SMART;0.44;0.54;2;150;3;0;2;0;support;low;1
12822;STRINGHAM;0.52;0.97;4;170;3;0;1;0;support;medium;2
4072;WEIDNER;0.96;0.49;4;252;3;1;0;0;sales;medium;2
7328;CLARE;0.23;0.96;4;242;6;0;4;0;marketing;medium;2
554;DECKER;0.43;0.53;2;150;3;0;2;0;sales;low;1
6571;ECKER;0.5;0.53;3;207;4;0;4;0;sales;low;1
7333;GONSALEZ;0.61;0.93;3;250;4;0;3;0;management;medium;2
3826;MOY;0.97;0.65;3;181;3;0;0;0;sales;low;1
11123;MARTONE;0.99;0.86;3;167;2;0;0;0;sales;low;1
5010;WISDOM;0.74;0.66;3;254;2;0;1;0;support;medium;2
19;WHITE;0.76;0.89;5;262;5;0;1;0;sales;low;1
472;FRENCH;0.89;0.85;5;266;5;0;0;0;sales;low;1
740;GENTRY;0.1;0.89;7;291;4;0;3;0;support;medium;2
6180;STERNER;0.6;0.96;4;99;6;0;1;0;RandD;medium;2
8679;DEARMAN;0.95;0.9;3;259;2;0;1;0;support;low;1
11262;DEFILIPPO;0.98;0.67;3;190;10;0;4;0;IT;medium;2
7442;RENSHAW;0.91;0.43;4;117;5;1;0;0;technical;medium;2
8058;VANCLEAVE;0.6;0.49;5;259;4;0;3;0;technical;low;1
7400;BULLINGTON;0.73;0.36;4;253;2;1;0;0;RandD;low;1
293;ALVARADO;0.11;0.91;6;308;4;1;2;0;IT;low;1
13087;MENGEL;0.53;0.81;3;275;2;0;1;0;technical;low;1
10558;MCNATT;0.99;0.72;3;163;3;0;0;0;sales;medium;2
4574;LOWMAN;0.7;0.98;4;194;2;0;0;0;IT;medium;2
2242;COLEY;0.7;0.59;4;216;3;0;1;0;accounting;low;1
14403;ZUBIA;0.74;0.91;4;232;5;0;1;0;technical;medium;2
7064;CARDINAL;0.53;0.63;3;205;2;0;3;0;technical;medium;2
5995;FIX;0.79;0.57;5;230;2;0;1;0;technical;low;1
10648;BEVER;0.99;0.81;3;183;2;0;0;0;technical;low;1
9669;WINNINGHAM;0.92;0.97;4;199;3;0;1;0;support;low;1
8388;KERSHNER;0.59;0.79;3;217;4;0;3;0;product_mng;medium;2
7037;CAMPA;0.47;0.47;2;221;6;0;4;0;sales;low;1
5404;FLACK;0.52;0.7;4;247;5;0;3;0;IT;medium;2
4133;PULLEY;0.52;0.8;5;234;3;0;0;0;sales;high;3
5062;OVERBY;0.8;0.78;4;234;3;0;1;0;sales;medium;2
4255;ESTEVEZ;0.76;0.95;2;156;4;0;0;0;support;high;3
12355;LANZ;0.41;0.57;2;136;3;0;3;0;support;low;1
7508;THURBER;0.76;0.81;4;193;3;1;0;0;accounting;low;1
5985;FICK;0.62;0.96;5;251;2;0;0;0;hr;high;3
10291;TREVIZO;0.74;0.75;4;169;4;0;1;0;IT;low;1
6993;HEYWARD;0.5;0.88;4;172;4;0;3;0;support;medium;2
934;BAIRD;0.1;0.91;6;285;4;0;3;0;sales;medium;2
11971;POPLIN;0.85;0.89;4;150;3;0;0;0;accounting;high;3
1896;CANALES;0.39;0.49;2;127;3;0;1;0;IT;medium;2
7159;NEWSON;0.64;0.66;5;266;3;0;3;0;technical;low;1
4720;BOWLIN;0.56;0.85;3;225;3;0;0;0;IT;high;3
3643;PACKER;1.0;0.73;3;205;2;0;0;0;technical;medium;2
10387;ALEXANDRE;0.76;0.61;4;172;2;0;0;0;marketing;low;1
13870;LISK;0.15;0.81;5;280;3;1;1;0;RandD;high;3
2200;CRAVEN;0.89;0.53;5;272;3;0;0;0;IT;low;1
5503;SPINKS;0.56;0.63;4;204;4;0;2;0;marketing;medium;2
11823;LIVINGSTONE;0.68;0.54;4;146;4;0;0;1;marketing;medium;2
10873;LINDE;0.62;0.71;4;268;3;0;1;0;technical;low;1
4614;JESSUP;0.84;0.55;3;135;3;0;0;0;hr;medium;2
13800;BONER;0.78;0.8;3;135;7;0;3;0;sales;medium;2
10917;TILGHMAN;0.99;0.73;4;240;4;0;0;0;accounting;low;1
4516;BOREN;0.89;0.49;5;165;6;0;0;0;sales;low;1
1244;MCNAMARA;0.1;0.77;6;280;4;0;3;0;sales;medium;2
13968;LUBBERS;0.73;0.78;3;262;7;1;1;1;management;high;3
12725;WALDREP;0.43;0.46;2;149;3;0;1;0;technical;medium;2
1456;STRATTON;0.39;0.51;2;155;3;0;2;0;management;low;1
8773;LINEHAN;0.97;0.69;4;134;3;0;0;0;RandD;high;3
